manufacturerNormalized,radioModelPrefix,architecture,notes
HARRIS,06G155M,IDU,"This prefix is currently unique to Aviat/Harris, and an indoor unit. "
AVIAT,100V3SU610M64QDS3,Unknown,
AVIAT,1600HL,IDU,1 interpreted as I meaning Indoor in Aviat's notation
AVIAT,1600HU,IDU,1 interpreted as I meaning Indoor in Aviat's notation
AVIAT,1600SL,IDU,1 interpreted as I meaning Indoor in Aviat's notation
AVIAT,1600SU,IDU,1 interpreted as I meaning Indoor in Aviat's notation
AVIAT,1600V,IDU,1 interpreted as I meaning Indoor in Aviat's notation
AVIAT,160SU65M128Q16T24,Unknown,
AVIAT,163HL630MACMR70,Unknown,
AVIAT,16V3EHPU610M45,Unknown,
AVIAT,16V3HL630M189AMP,Unknown,
AVIAT,16V3HL630M189AMR,Unknown,
AVIAT,16V3SL630M189,Unknown,
AVIAT,16V3SU65M24,Unknown,
AVIAT,16V4HL630MACMR70,Unknown,
AVIAT,16V4SL630M128Q155R70,Unknown,
NORTEL,1717000,Unknown,
CERAGON,1IP20B6HP30XACM,ODU,
CERAGON,1P106T30128QAM5,Unknown,
MDS,1P106T30256QAN7,Unknown,
NEC,20000SDH,Unknown,
NEC,2000NEC,Unknown,
NEC,2000SDH,IDU,https://www.slideshare.net/Walter1111/nec-2000-series
NEC,2004SDH,Unknown,
WESTERN MULTIPLEX,26011,Unknown,
NORTEL,27D201,Unknown,
ROCKWELL,2K7801,Unknown,
MOTOROLA,2YHI01,Unknown,
VARIOUS,30M0D7W,Unknown,
VARIOUS,30M0D9W,Unknown,
VARIOUS,30M0F7W,Unknown,
EXALT,3600511256Q30MHZ,Unknown,
VARIOUS,3M50D7W,Unknown,
ALCATEL,4000E,Unknown,
ALCATEL,4306EC,Unknown,
HARRIS,45641,Unknown,
HARRIS,45642,Unknown,
CAMBIUM,48630,Unknown,
ALCATEL,5000SERIES,Unknown,
AVIAT,500HL630MO64139MB,Unknown,
ALCATEL,5606,Unknown,
ALCATEL,5MPR61L1024A30227,IDU,
STAR MICROWAVE,6000,Unknown,
ALCATEL,60045000,Unknown,
AVIAT,600H111,Unknown,
AVIAT,600HL,Unknown,
AVIAT,600HU,Unknown,
AVIAT,600KL630M0100T1LO,Unknown,
AVIAT,600L630M064135MB,Unknown,
AVIAT,600SL30M0256115T,Unknown,
AVIAT,600SL610M029T1LO,Unknown,
AVIAT,600SL610M06429T,Unknown,
AVIAT,600SL630M0100T1LO,Unknown,
AVIAT,600SL630M0115T1HG,Unknown,
HARRIS,600SL630M0115T1HG,Unknown,
AVIAT,600SL630M0128100T,Unknown,
AVIAT,600SL630M0128OC3,Unknown,
AVIAT,600SL630M01688MB,Unknown,
AVIAT,600SL630M0256115T,Unknown,
AVIAT,600SL630M0256179M,Unknown,
AVIAT,600SL630M0256189M,Unknown,
AVIAT,600SL630M025664Q,Unknown,
AVIAT,600SL630M064135MB,Unknown,
AVIAT,600SL630M064139MB,Unknown,
AVIAT,600SL630M06487T,Unknown,
AVIAT,600SL630M087T1LO,Unknown,
AVIAT,600SL630M0OC3HG,Unknown,
AVIAT,600SL630M0QPSK44M,Unknown,
AVIAT,600SL630M128Q100T1,Unknown,
AVIAT,600SL630MO64135MB,Unknown,
AVIAT,600SL63M758T1,Unknown,
AVIAT,600SL65M0012816T1,Unknown,
AVIAT,600SL65M0016T1,Unknown,
AVIAT,600SL65M0128Q16T1,Unknown,
AVIAT,600SL65MO128Q16T1,Unknown,
AVIAT,600SL6M0012816T1,Unknown,
AVIAT,600SU610M012832T1,Unknown,
AVIAT,600SU610M025655MB,Unknown,
AVIAT,600SU610M029T1LO,Unknown,
AVIAT,600SU610M036T1,Unknown,
AVIAT,600SU610M06429T1,Unknown,
AVIAT,600SU610M06429TI,Unknown,
AVIAT,600SU610M06445MB,Unknown,
AVIAT,600SU610M128Q32T1,Unknown,
AVIAT,600SU610MAMR,Unknown,
AVIAT,600SU610MO6445MB,Unknown,
AVIAT,600SU630M0128100T,Unknown,
AVIAT,600SU630M0256115T,Unknown,
AVIAT,600SU630M0256179M,Unknown,
AVIAT,600SU630M0256189M,Unknown,
AVIAT,600SU630M064135MB,Unknown,
AVIAT,600SU630M064139MB,Unknown,
AVIAT,600SU63M7532Q8T,Unknown,
AVIAT,600SU63M7532Q8T1,Unknown,
AVIAT,600SU65M0012816T1,Unknown,
AVIAT,600SU65M0016T1,Unknown,
AVIAT,600SU65M128Q16T,Unknown,
AVIAT,600V3HL620M256Q116MB,Unknown,
AVIAT,600V3HL630M128Q154MB,Unknown,
AVIAT,600V3HL630M256Q179MB,Unknown,
AVIAT,600V3SU65M64Q19MB,Unknown,
NUCOMM,60FT6FR6,Unknown,
CAMBIUM,6137925S,Unknown,
NEC,621,Unknown,
HARRIS,628DS1,Unknown,
ERICSSON,64QAM,Unknown,
ALCATEL,65MPR61L,IDU,
ERICSSON,666L63AAA,ODU,
ERICSSON,666L63AAA,ODU,Comsearch Frequency Coordination Database
ERICSSON,666U63AAA,ODU,
AVIAT,699HL630M0128OC3,Unknown,
HUAWEI,6GXMC2,ODU,Comsearch Frequency Coordination Database
HUAWEI,6GXMC2,ODU,
DRAGONWAVE,6LCH28EFC143,Unknown,
DRAGONWAVE,6LES30HFC270V01HAAM,Unknown,
DRAGONWAVE,6LES60HET073V01,Unknown,
DRAGONWAVE,6LES60HET169V01,Unknown,
DRAGONWAVE,6LES60HET218V01,Unknown,
DRAGONWAVE,6LES60HET266V01,Unknown,
DRAGONWAVE,6LES60HET314V01,Unknown,
DRAGONWAVE,6LES60HET363V01,Unknown,
DRAGONWAVE,6LHC28EFC143,Unknown,
DRAGONWAVE,6LHC28EFC143V01,Unknown,
DRAGONWAVE,6LHC28EFC144V01,Unknown,
DRAGONWAVE,6LHC28EFC193V01,Unknown,
DRAGONWAVE,6LHC28EFC200,Unknown,
DRAGONWAVE,6LHC28HFC143V01,Unknown,
DRAGONWAVE,6LHC28HFC144,Unknown,
DRAGONWAVE,6LHC28HFC144V01,Unknown,
DRAGONWAVE,6LHC28HFC190,Unknown,
DRAGONWAVE,6LHC28HFC190V01,Unknown,
DRAGONWAVE,6LHC28HFC190V01HAAM,Unknown,
DRAGONWAVE,6LHC28HFC190V02,Unknown,
DRAGONWAVE,6LHC28HFC190V02AMR,Unknown,
DRAGONWAVE,6LHC28HFC193V01,Unknown,
DRAGONWAVE,6LHC30EFC050V00HAAM,Unknown,
DRAGONWAVE,6LHC30EFC050V01,Unknown,
DRAGONWAVE,6LHC30EFC087V00HAAM,Unknown,
DRAGONWAVE,6LHC30EFC087V01,Unknown,
DRAGONWAVE,6LHC30EFC112V00HAAM,Unknown,
DRAGONWAVE,6LHC30EFC112V01,Unknown,
DRAGONWAVE,6LHC30EFC121V01,Unknown,
DRAGONWAVE,6LHC30EFC138V00HAAM,Unknown,
DRAGONWAVE,6LHC30EFC138V01,Unknown,
DRAGONWAVE,6LHC30EFC143V01,Unknown,
DRAGONWAVE,6LHC30EFC163V00HAAM,Unknown,
DRAGONWAVE,6LHC30EFC163V01,Unknown,
DRAGONWAVE,6LHC30EFC193V01,Unknown,
DRAGONWAVE,6LHC30EFC200V00HAAM,Unknown,
DRAGONWAVE,6LHC30EFC200V01,Unknown,
DRAGONWAVE,6LHC30EFC200V01HAAM,Unknown,
DRAGONWAVE,6LHC30EFC212V03HAAM,Unknown,
DRAGONWAVE,6LHC30EFCHAAM,Unknown,
DRAGONWAVE,6LHC56HET169V03,Unknown,
DRAGONWAVE,6LHC56HET216V03,Unknown,
DRAGONWAVE,6LHC56HET265V03,Unknown,
DRAGONWAVE,6LHC56HET290V03,Unknown,
DRAGONWAVE,6LHC56HET385V03,Unknown,
DRAGONWAVE,6LHC56HET96V03,Unknown,
DRAGONWAVE,6LHC60EFC385V01,Unknown,
DRAGONWAVE,6LHC60EFC385V01HAAM,Unknown,
DRAGONWAVE,6LHY10EFC052V01,Unknown,
DRAGONWAVE,6LHY28EET138V01,Unknown,
DRAGONWAVE,6LHY30EFC039V01,Unknown,
DRAGONWAVE,6LHY30EFC039V02,Unknown,
DRAGONWAVE,6LHY30EFC092V01,Unknown,
DRAGONWAVE,6LHY30EFC092V02,Unknown,
DRAGONWAVE,6LHY30EFC118V01,Unknown,
DRAGONWAVE,6LHY30EFC118V02,Unknown,
DRAGONWAVE,6LHY30EFC118V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC144V01,Unknown,
DRAGONWAVE,6LHY30EFC144V02,Unknown,
DRAGONWAVE,6LHY30EFC144V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC170V01,Unknown,
DRAGONWAVE,6LHY30EFC170V02,Unknown,
DRAGONWAVE,6LHY30EFC170V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC196V01,Unknown,
DRAGONWAVE,6LHY30EFC196V02,Unknown,
DRAGONWAVE,6LHY30EFC209V01,Unknown,
DRAGONWAVE,6LHY30EFC209V01HAAM,Unknown,
DRAGONWAVE,6LHY30EFC209V02,Unknown,
DRAGONWAVE,6LHY30EFC209V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC222V02,Unknown,
DRAGONWAVE,6LHY30EFC222V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC248V02,Unknown,
DRAGONWAVE,6LHY30EFC248V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC270V02,Unknown,
DRAGONWAVE,6LHY30EFC270V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC39V02HAAM,Unknown,
DRAGONWAVE,6LHY30EFC92V02HAAM,Unknown,
DRAGONWAVE,6LHY56EET451V03HAAM,Unknown,
DRAGONWAVE,6LHY56EET490V02HAAM,Unknown,
DRAGONWAVE,6LHY56EET490V03HAAM,Unknown,
DRAGONWAVE,6LHY56EFC490V02HAAM,Unknown,
DRAGONWAVE,6LHY60EFC071V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC166V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC214V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC261V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC308V02HAAM,Unknown,
DRAGONWAVE,6LHY60EFC308V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC380V01HAAM,Unknown,
DRAGONWAVE,6LHY60EFC380V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC38V01HAAM,Unknown,
DRAGONWAVE,6LHY60EFC403V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC451V02HAAM,Unknown,
DRAGONWAVE,6LHY60EFC451V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC490V03HAAM,Unknown,
DRAGONWAVE,6LHY60EFC490V03HHAAM,Unknown,
DRAGONWAVE,6LHY60RFC308V02HAAM,Unknown,
DRAGONWAVE,6LQD28HFC190,Unknown,
DRAGONWAVE,6LQD28HFC190V01,Unknown,
DRAGONWAVE,6LQD28HFC190V03,Unknown,
DRAGONWAVE,6LQD30HFC037V04HAAM,Unknown,
DRAGONWAVE,6LQD30HFC037V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC039V02HAAM,Unknown,
DRAGONWAVE,6LQD30HFC039V04,Unknown,
DRAGONWAVE,6LQD30HFC050V01,Unknown,
DRAGONWAVE,6LQD30HFC086V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC087V01,Unknown,
DRAGONWAVE,6LQD30HFC091V02HAAM,Unknown,
DRAGONWAVE,6LQD30HFC091V04,Unknown,
DRAGONWAVE,6LQD30HFC111V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC112V01,Unknown,
DRAGONWAVE,6LQD30HFC118V02HAAM,Unknown,
DRAGONWAVE,6LQD30HFC118V04,Unknown,
DRAGONWAVE,6LQD30HFC136V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC138V01,Unknown,
DRAGONWAVE,6LQD30HFC142V05,Unknown,
DRAGONWAVE,6LQD30HFC143,Unknown,
DRAGONWAVE,6LQD30HFC143V02,Unknown,
DRAGONWAVE,6LQD30HFC144V02HAAM,Unknown,
DRAGONWAVE,6LQD30HFC144V04,Unknown,
DRAGONWAVE,6LQD30HFC160V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC163V00,Unknown,
DRAGONWAVE,6LQD30HFC170V02HAAM,Unknown,
DRAGONWAVE,6LQD30HFC170V04,Unknown,
DRAGONWAVE,6LQD30HFC193V02,Unknown,
DRAGONWAVE,6LQD30HFC197V04HAAM,Unknown,
DRAGONWAVE,6LQD30HFC197V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC200HAAM,Unknown,
DRAGONWAVE,6LQD30HFC200V01HAAM,Unknown,
DRAGONWAVE,6LQD30HFC200V02,Unknown,
DRAGONWAVE,6LQD30HFC200V03,Unknown,
DRAGONWAVE,6LQD30HFC209V02HAAM,Unknown,
DRAGONWAVE,6LQD30HFC209V04,Unknown,
DRAGONWAVE,6LQD30HFC209V05,Unknown,
DRAGONWAVE,6LQD30HFC209V05AMR,Unknown,
DRAGONWAVE,6LQD30HFC209V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC210V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC222V04,Unknown,
DRAGONWAVE,6LQD30HFC234V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC248V04,Unknown,
DRAGONWAVE,6LQD30HFC255V05HAAM,Unknown,
DRAGONWAVE,6LQD30HFC270V04HAAM,Unknown,
DRAGONWAVE,6LQD56HET403V03HAAM,Unknown,
DRAGONWAVE,6LQD60HFC071V02,Unknown,
DRAGONWAVE,6LQD60HFC071V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC166V02,Unknown,
DRAGONWAVE,6LQD60HFC166V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC213V02,Unknown,
DRAGONWAVE,6LQD60HFC213V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC261V02,Unknown,
DRAGONWAVE,6LQD60HFC261V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC308V02,Unknown,
DRAGONWAVE,6LQD60HFC308V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC379V01,Unknown,
DRAGONWAVE,6LQD60HFC379V02,Unknown,
DRAGONWAVE,6LQD60HFC379V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC403V02,Unknown,
DRAGONWAVE,6LQD60HFC403V02HAAM,Unknown,
DRAGONWAVE,6LQD60HFC403V03HAAM,Unknown,
DRAGONWAVE,6LQS10HFC049V00,Unknown,
DRAGONWAVE,6LQS10HFC064V04,Unknown,
DRAGONWAVE,6LQS10HFC066,Unknown,
DRAGONWAVE,6LQS10HFC066V02,Unknown,
DRAGONWAVE,6LQS28HFC109V01,Unknown,
DRAGONWAVE,6LQS28HFC133V01,Unknown,
DRAGONWAVE,6LQS28HFC157V01,Unknown,
DRAGONWAVE,6LQS28HFC190V01,Unknown,
DRAGONWAVE,6LQS30HFC039V05,Unknown,
DRAGONWAVE,6LQS30HFC050V01,Unknown,
DRAGONWAVE,6LQS30HFC087V01,Unknown,
DRAGONWAVE,6LQS30HFC091V05,Unknown,
DRAGONWAVE,6LQS30HFC112V01,Unknown,
DRAGONWAVE,6LQS30HFC118V05,Unknown,
DRAGONWAVE,6LQS30HFC138V01,Unknown,
DRAGONWAVE,6LQS30HFC143V02,Unknown,
DRAGONWAVE,6LQS30HFC143V03,Unknown,
DRAGONWAVE,6LQS30HFC143V04,Unknown,
DRAGONWAVE,6LQS30HFC144V05,Unknown,
DRAGONWAVE,6LQS30HFC163V01,Unknown,
DRAGONWAVE,6LQS30HFC170V05,Unknown,
DRAGONWAVE,6LQS30HFC190V05,Unknown,
DRAGONWAVE,6LQS30HFC193V02,Unknown,
DRAGONWAVE,6LQS30HFC200,Unknown,
DRAGONWAVE,6LQS30HFC200V01,Unknown,
DRAGONWAVE,6LQS30HFC200V01HAAM,Unknown,
DRAGONWAVE,6LQS30HFC200V02,Unknown,
DRAGONWAVE,6LQS30HFC209V05,Unknown,
DRAGONWAVE,6LQS30HFC209V05HAAM,Unknown,
DRAGONWAVE,6LQS30HFC222V04HAAM,Unknown,
DRAGONWAVE,6LQS30HFC222V05,Unknown,
DRAGONWAVE,6LQS30HFC248V04HAAM,Unknown,
DRAGONWAVE,6LQS30HFC248V05,Unknown,
DRAGONWAVE,6LQS30HFC270V04HAAM,Unknown,
DRAGONWAVE,6LQS30HFC270V05,Unknown,
DRAGONWAVE,6LQS30HFC270V05HAAM,Unknown,
DRAGONWAVE,6LQS56HET403V03HAAM,Unknown,
DRAGONWAVE,6LQS60HFC379V01HAAM,Unknown,
DRAGONWAVE,6LQS60HFC403V02HAAM,Unknown,
DRAGONWAVE,6UHC28HFC143V01,Unknown,
DRAGONWAVE,6UHC28HFC193V01,Unknown,
DRAGONWAVE,6UQD30EFC193,Unknown,
DRAGONWAVE,6UQD30HFC039V03HAAM,Unknown,
DRAGONWAVE,6UQD30HFC091V03HAAM,Unknown,
DRAGONWAVE,6UQD30HFC118V03HAAM,Unknown,
DRAGONWAVE,6UQD30HFC144V03HAAM,Unknown,
DRAGONWAVE,6UQD30HFC170V03HAAM,Unknown,
DRAGONWAVE,6UQD30HFC200,Unknown,
DRAGONWAVE,6UQD30HFC200V01HAAM,Unknown,
DRAGONWAVE,6UQD30HFC200V03,Unknown,
DRAGONWAVE,6UQD30HFC209V03HAAM,Unknown,
DRAGONWAVE,6UQD30HFC222V03HAAM,Unknown,
DRAGONWAVE,6UQS28HFC109V01,Unknown,
DRAGONWAVE,6UQS28HFC157V01,Unknown,
DRAGONWAVE,6UQS28HFC190V01,Unknown,
DRAGONWAVE,6UQS30HFC050V01,Unknown,
DRAGONWAVE,6UQS30HFC050V01HAAM,Unknown,
DRAGONWAVE,6UQS30HFC087V01,Unknown,
DRAGONWAVE,6UQS30HFC087V01HAAM,Unknown,
DRAGONWAVE,6UQS30HFC112V01,Unknown,
DRAGONWAVE,6UQS30HFC112V01HAAM,Unknown,
DRAGONWAVE,6UQS30HFC138V01,Unknown,
DRAGONWAVE,6UQS30HFC138V01HAAM,Unknown,
DRAGONWAVE,6UQS30HFC143V01,Unknown,
DRAGONWAVE,6UQS30HFC163V01,Unknown,
DRAGONWAVE,6UQS30HFC163V01HAAM,Unknown,
DRAGONWAVE,6UQS30HFC200V01,Unknown,
DRAGONWAVE,6UQS30HFC200V01HAAM,Unknown,
DRAGONWAVE,6UQS30HFC222V03HAAM,Unknown,
AVIAT,6V4SL630M128Q155R70,Unknown,
NORTEL,6X30A1,Unknown,
NUCOMM,70FT6,Unknown,
NUCOMM,70HDLT,Unknown,
LENKURT,775A1,Unknown,
LENKURT,778A1,Unknown,
LENKURT,778A2,IDU,
LENKURT,778A3,Unknown,
LENKURT,778B3,IDU,
NORTEL,7UJ6X30A1,Unknown,
NORTEL,7UJRD6C3,Unknown,
ALCATEL,8000SERIES,Unknown,
ALCATEL,8000SONET,Unknown,
ALCATEL,85MPR61H256F30160,IDU,
ALCATEL,8606MDR135,Unknown,
ALCATEL,94MPR61,Unknown,
ALCATEL,94MPR61H128F30160,IDU,
ALCATEL,9500MPR61H128F30160,IDU,
ALCATEL,9500MPTHLCSP,IDU,
ALCATEL,9506MXC100DS1128QAM,Unknown,
ALCATEL,9506MXC1OC3128QAM,Unknown,
ALCATEL,958MPR67L128A525S,IDU,
ALCATEL,95MP0R61C128F30163,ODU,
ALCATEL,95MP561H128F30160,IDU,
ALCATEL,95MP61,Unknown,
ALCATEL,95MPR11,Unknown,
ALCATEL,95MPR11C128F1052,ODU,
ALCATEL,95MPR11H,IDU,
ALCATEL,95MPR11L,IDU,
ALCATEL,95MPR16H64A30137H,IDU,
ALCATEL,95MPR6,Unknown,
ALCATEL,95MPR61,Unknown,
ALCATEL,95MPR611H128F30160,IDU,
ALCATEL,95MPR6195MPR61,Unknown,
ALCATEL,95MPR61A30137H,Unknown,
ALCATEL,95MPR61C,ODU,
ALCATEL,95MPR61D128F30160H,Unknown,
ALCATEL,95MPR61F128F30160,Unknown,
ALCATEL,95MPR61H,IDU,
ALCATEL,95MPR61J256F30191H,Unknown,
ALCATEL,95MPR61L,IDU,
ALCATEL,95MPR61O,ODU,Comsearch Frequency Coordination Database
ALCATEL,95MPR61Q,ODU,
ALCATEL,95MPR61W2048A60461,Unknown,
ALCATEL,95MPR61YH128F30160,Unknown,
ALCATEL,95MPR67,Unknown,
ALCATEL,95MPR67A,ODU,
ALCATEL,95MPR67C,ODU,
ALCATEL,95MPR67H,IDU,
ALCATEL,95MPR67L,IDU,
ALCATEL,95MPR67O,ODU,Comsearch Frequency Coordination Database
ALCATEL,95MPR67O,ODU,
ALCATEL,95MPR67Q,ODU,
ALCATEL,95MPR6H,IDU,
ALCATEL,95MPR6Q2048A60461,ODU,
ALCATEL,95MPR91H4A3045H,IDU,
ALCATEL,95MPR97,Unknown,
ALCATEL,95MPRH,IDU,
ALCATEL,95MPRL,IDU,
ALCATEL,95MPRR61,Unknown,
ALCATEL,95MPRT61H,IDU,
ALCATEL,95MPS61H,IDU,
ALCATEL,95MR61H,IDU,
ALCATEL,95MRP61H,IDU,
ALCATEL,95MRP61L,IDU,
ALCATEL,95MRP67,Unknown,
ALCATEL,95MRP67H128F1053,IDU,
ALCATEL,95NPR61L1024A30227HPA,IDU,
ALCATEL,95PMPR67L128A1052S,IDU,
ALCATEL,95PMR61L512A30206H,IDU,
ALCATEL,95PMR61O128F30160,ODU,
ALCATEL,95PMR67L128A1052S,IDU,
ALCATEL,95PR61,Unknown,
ALCATEL,95PR61H128F30160,IDU,
ALCATEL,95PR61H4A3045H,IDU,
ALCATEL,96MPR61H128F1053,IDU,
ALCATEL,96MPR61H256A30183,IDU,
ALCATEL,96MPR61H4A3045H,IDU,
ALCATEL,995MPR61L64A30136H,IDU,
ALCATEL,9MPR61H16A3091,IDU,
ITT TELECOMMUNICATIONS,A33604,Unknown,
ITT TELECOMMUNICATIONS,A33607,Unknown,
ALCATEL,A67716,Unknown,
DRAGONWAVE,AANT6G6,Unknown,
MOTOROLA,ABZ89F6601,Unknown,
MOTOROLA,ABZ89FAC6601,Unknown,
MOTOROLA,ABZ89FC6601,IDU,
MOTOROLA,ABZ89FC6610,Unknown,
"Ubiquiti Networks, Inc.",AF11FX,Unknown,
SAF TEHNIKA,AFTEHNIKAMODELPHOENIXU,Unknown,
ROCKWELL,AJN0UO8814,Unknown,
ROCKWELL,AJN8UO8201,Unknown,
COLLINS,AJN979MAR6C,Unknown,
ROCKWELL,AJN9O8201,Unknown,
ROCKWELL,AJN9OUMAR6C,Unknown,
ROCKWELL,AJN9U08803,Unknown,
ROCKWELL,AJN9U0MAR6C,Unknown,
ROCKWELL,AJN9U0MIR61,Unknown,
ROCKWELL,AJN9UO8201,Unknown,
ROCKWELL,AJN9UO8608,Unknown,
ROCKWELL,AJN9UO8609,IDU,
ROCKWELL,AJN9UO8803,Unknown,
ROCKWELL,AJN9UO8814,IDU,
ROCKWELL,AJN9UO9201,Unknown,
COLLINS,AJN9UOMAR6,IDU,
ROCKWELL,AJN9UOMAR6,IDU,
COLLINS,AJN9UOMARY6C,Unknown,
ROCKWELL,AJN9UOMIR6,IDU,
COLLINS,AJN9UOMIR6,IDU,
ROCKWELL,AJN9V08803,Unknown,
ALCATEL,AL0H06064028T110,Unknown,
ALCATEL,AL0H0606403DS330,Unknown,
ALCATEL,AL0H06064084T130,Unknown,
ALCATEL,AL0H06128016T105,Unknown,
ALCATEL,AL0H0612801OC330,Unknown,
ALCATEL,AL0H06128100T130,Unknown,
ALCATEL,AL0H0612901OC330,Unknown,
ALCATEL,AL0H606403DS330,Unknown,
ALCOMA,AL6FMP400,ODU,Comsearch Frequency Coordination Database
ALCOMA,AL6FMP400660MAMR,Unknown,
ALCOMA,AL6LFMP400,ODU,Comsearch Frequency Coordination Database
ALCATEL,ALCATELLUCENTUSAINC,Unknown,
ALCATEL,ALCMDR8606135,Unknown,
SIAE,ALFO6LPLUS,ODU,Comsearch Frequency Coordination Database
SIAE,ALFO6LPLUS2,Unknown,
SIAE,ALFO6LPLUS2255M,Unknown,
SIAE,ALFO6LPLUS2255M4096QA,Unknown,
SIAE,ALFO6LPLUS230MHZ,Unknown,
SIAE,ALFO6LPLUS2533M,Unknown,
SIAE,ALFO6LPLUS2533M4096QA,Unknown,
SIAE,ALFO6LPLUS260MHZ,Unknown,
SIAE,ALFO6UPLUS130M1024Q,Unknown,
SIAE,ALFO6UPLUS130M128Q,Unknown,
SIAE,ALFO6UPLUS130M16Q,Unknown,
SIAE,ALFO6UPLUS130M2048Q,Unknown,
SIAE,ALFO6UPLUS130M256Q,Unknown,
SIAE,ALFO6UPLUS130M32Q,Unknown,
SIAE,ALFO6UPLUS130M4096Q,Unknown,
SIAE,ALFO6UPLUS130M4Q,Unknown,
SIAE,ALFO6UPLUS130M512Q,Unknown,
SIAE,ALFO6UPLUS130M64Q,Unknown,
SIAE,ALFO6UPLUS2255M,Unknown,
SIAE,ALFO6UPLUS,ODU,Comsearch Frequency Coordination Database
ALCATEL,ALOH06064084T130,Unknown,
ALCATEL,ALOH06128010C330,Unknown,
ALCATEL,ALOH06128016T105,Unknown,
ALCATEL,ALOH0612801OC330,Unknown,
ALCATEL,ALOH06128O16T105,Unknown,
ALCATEL,ALOH606408R5130,Unknown,
STRATEX,ALTIUMMX155,Unknown,
DMC,ALTIUMOC3,Unknown,
DMC,ALTIUMSDHSONET,Unknown,
DMC,ALTIUMSDHSONET0C3,Unknown,
DMC,ALTIUMSDHSONETOC3,Unknown,
ALLGON MICROWAVE,AMRTRANSCEND,Unknown,
ALLGON MICROWAVE,AMRTRANSCEND100,Unknown,
MNI,AMTM611045,Unknown,
MNI,AMTM61519MBPS,Unknown,
MNI,AMTM637512MBPSHP,Unknown,
MNI,AMTM6519MBPS,Unknown,
MNI,AMTM6I,IDU,
COLLINS,ANJ9UOMAR6C,Unknown,
ROCKWELL,ANJ9UOMAR6C,Unknown,
APEX9,APEX9LL1000,Unknown,
APEX9,APEX9LL1000630M256Q,Unknown,
APEX9,APEX9LL10006AMR,Unknown,
APEX9,APEX9LL1337,Unknown,
TRANGO,APEXL6L,ODU,Comsearch Frequency Coordination Database
TRANGO,APEXLYNX,Unknown,
TRANGO,APEXLYNX630M1024QAMR,Unknown,
TRANGO,APEXLYNX656M1024QAMR,Unknown,
TRANGO,APEXO67,ODU,Comsearch Frequency Coordination Database
TRANGO,APEXO6L,ODU,Comsearch Frequency Coordination Database
TRANGO,APEXORION,Unknown,
TRANGO,APEXORION6,Unknown,
TRANGO,APEXORION630M1024QAM,Unknown,
TRANGO,APEXORION656M1024QAM,Unknown,
TRANGO,APEXORION6730M1024Q,Unknown,
TRANGO,APEXPLUS6,Unknown,
TRANGO,APEXPLUS630MHZAMR,Unknown,
AT&T TECHNOLOGIES,AS5933MDR630135E,IDU,
AT&T TECHNOLOGIES,AS593MD4630135B,IDU,
AT&T TECHNOLOGIES,AS593MDR30135E,IDU,
AT&T TECHNOLOGIES,AS593MDR6,IDU,
AT&T TECHNOLOGIES,AS593MR630135E,IDU,
AT&T TECHNOLOGIES,AS595MDR630135A,IDU,
AT&T TECHNOLOGIES,AS953MDR630135E,IDU,
SIAE,ASNK6LAGS201024Q446MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS20128Q311MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS2016Q166MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS202048Q472MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS20256Q359MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS2032Q201MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS20472M2048QAM,Unknown,
